user_id,cohort,age_band,sex,device,vehicle,last_active_day,day,is_promo_day,page_views,major_page_type,engagement_time,drive
54,G2 spike and drop,35-50,Male,Android,Luxury,19,8,0,3,Services,2,1
54,G2 spike and drop,35-50,Male,Android,Luxury,19,9,0,3,Services,2,0
54,G2 spike and drop,35-50,Male,Android,Luxury,19,10,0,4,Services,4,0
54,G2 spike and drop,35-50,Male,Android,Luxury,19,11,0,3,Services,3,0
54,G2 spike and drop,35-50,Male,Android,Luxury,19,12,1,4,Promotions,4,1
54,G2 spike and drop,35-50,Male,Android,Luxury,19,13,0,3,Promotions,2,1
54,G2 spike and drop,35-50,Male,Android,Luxury,19,14,0,4,Promotions,4,1
54,G2 spike and drop,35-50,Male,Android,Luxury,19,15,0,4,Services,4,0
54,G2 spike and drop,35-50,Male,Android,Luxury,19,16,0,4,Maintenance,4,0
54,G2 spike and drop,35-50,Male,Android,Luxury,19,17,0,2,Services,2,1
54,G2 spike and drop,35-50,Male,Android,Luxury,19,18,0,1,Maintenance,1,1
54,G2 spike and drop,35-50,Male,Android,Luxury,19,19,1,2,Services,1,0
54,G2 spike and drop,35-50,Male,Android,Luxury,19,20,0,,,,
54,G2 spike and drop,35-50,Male,Android,Luxury,19,21,0,,,,
54,G2 spike and drop,35-50,Male,Android,Luxury,19,22,0,,,,
54,G2 spike and drop,35-50,Male,Android,Luxury,19,23,0,,,,
54,G2 spike and drop,35-50,Male,Android,Luxury,19,24,0,,,,
54,G2 spike and drop,35-50,Male,Android,Luxury,19,25,0,,,,
54,G2 spike and drop,35-50,Male,Android,Luxury,19,26,1,,,,
54,G2 spike and drop,35-50,Male,Android,Luxury,19,27,0,,,,
54,G2 spike and drop,35-50,Male,Android,Luxury,19,28,0,,,,
55,G2 spike and drop,50+,Male,Android,Luxury,18,1,0,2,Services,2,0
55,G2 spike and drop,50+,Male,Android,Luxury,18,2,0,1,Maintenance,0,0
55,G2 spike and drop,50+,Male,Android,Luxury,18,3,0,2,Services,2,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,4,0,2,Services,1,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,5,1,2,Services,2,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,6,0,2,Services,2,0
55,G2 spike and drop,50+,Male,Android,Luxury,18,7,0,2,Services,2,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,8,0,3,Services,3,0
55,G2 spike and drop,50+,Male,Android,Luxury,18,9,0,3,Promotions,2,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,10,0,3,Promotions,2,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,11,0,4,Services,3,0
55,G2 spike and drop,50+,Male,Android,Luxury,18,12,1,3,Promotions,2,0
55,G2 spike and drop,50+,Male,Android,Luxury,18,13,0,4,Services,4,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,14,0,4,Maintenance,4,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,15,0,5,Services,5,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,16,0,3,Maintenance,3,0
55,G2 spike and drop,50+,Male,Android,Luxury,18,17,0,1,Services,1,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,18,0,1,Maintenance,1,1
55,G2 spike and drop,50+,Male,Android,Luxury,18,19,1,,,,
55,G2 spike and drop,50+,Male,Android,Luxury,18,20,0,,,,
55,G2 spike and drop,50+,Male,Android,Luxury,18,21,0,,,,
55,G2 spike and drop,50+,Male,Android,Luxury,18,22,0,,,,
55,G2 spike and drop,50+,Male,Android,Luxury,18,23,0,,,,
55,G2 spike and drop,50+,Male,Android,Luxury,18,24,0,,,,
55,G2 spike and drop,50+,Male,Android,Luxury,18,25,0,,,,
55,G2 spike and drop,50+,Male,Android,Luxury,18,26,1,,,,
55,G2 spike and drop,50+,Male,Android,Luxury,18,27,0,,,,
55,G2 spike and drop,50+,Male,Android,Luxury,18,28,0,,,,
56,G2 spike and drop,26-34,Male,Android,Standard,18,1,0,2,Promotions,1,0
56,G2 spike and drop,26-34,Male,Android,Standard,18,2,0,2,Maintenance,1,0
56,G2 spike and drop,26-34,Male,Android,Standard,18,3,0,2,Maintenance,2,0
56,G2 spike and drop,26-34,Male,Android,Standard,18,4,0,2,Services,2,0
56,G2 spike and drop,26-34,Male,Android,Standard,18,5,1,3,Promotions,3,0
56,G2 spike and drop,26-34,Male,Android,Standard,18,6,0,3,Services,3,1
56,G2 spike and drop,26-34,Male,Android,Standard,18,7,0,3,Maintenance,2,0
56,G2 spike and drop,26-34,Male,Android,Standard,18,8,0,3,Services,3,0
56,G2 spike and drop,26-34,Male,Android,Standard,18,9,0,3,Services,3,1
56,G2 spike and drop,26-34,Male,Android,Standard,18,10,0,3,Maintenance,3,1
56,G2 spike and drop,26-34,Male,Android,Standard,18,11,0,4,Services,4,1
56,G2 spike and drop,26-34,Male,Android,Standard,18,12,1,3,Services,3,1
56,G2 spike and drop,26-34,Male,Android,Standard,18,13,0,4,Promotions,3,1
56,G2 spike and drop,26-34,Male,Android,Standard,18,14,0,4,Maintenance,3,1
56,G2 spike and drop,26-34,Male,Android,Standard,18,15,0,4,Promotions,3,0
56,G2 spike and drop,26-34,Male,Android,Standard,18,16,0,2,Services,2,0
56,G2 spike and drop,26-34,Male,Android,Standard,18,17,0,2,Services,1,1
56,G2 spike and drop,26-34,Male,Android,Standard,18,18,0,1,Services,0,0
56,G2 spike and drop,26-34,Male,Android,Standard,18,19,1,,,,
56,G2 spike and drop,26-34,Male,Android,Standard,18,20,0,,,,
56,G2 spike and drop,26-34,Male,Android,Standard,18,21,0,,,,
56,G2 spike and drop,26-34,Male,Android,Standard,18,22,0,,,,
56,G2 spike and drop,26-34,Male,Android,Standard,18,23,0,,,,
56,G2 spike and drop,26-34,Male,Android,Standard,18,24,0,,,,
56,G2 spike and drop,26-34,Male,Android,Standard,18,25,0,,,,
56,G2 spike and drop,26-34,Male,Android,Standard,18,26,1,,,,
56,G2 spike and drop,26-34,Male,Android,Standard,18,27,0,,,,
56,G2 spike and drop,26-34,Male,Android,Standard,18,28,0,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,1,0,2,Services,1,0
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,2,0,2,Services,2,1
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,3,0,2,Services,1,0
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,4,0,2,Promotions,1,1
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,5,1,3,Promotions,2,1
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,6,0,3,Services,3,1
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,7,0,3,Services,2,1
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,8,0,3,Maintenance,3,0
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,9,0,3,Maintenance,2,1
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,10,0,4,Promotions,3,0
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,11,0,4,Services,3,1
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,12,1,4,Services,3,1
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,13,0,4,Promotions,4,0
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,14,0,3,Services,2,0
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,15,0,1,Services,0,1
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,16,0,1,Services,1,1
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,17,0,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,18,0,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,19,1,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,20,0,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,21,0,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,22,0,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,23,0,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,24,0,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,25,0,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,26,1,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,27,0,,,,
57,G2 spike and drop,35-50,Female,OS X,Luxury,16,28,0,,,,
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,1,0,2,Promotions,1,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,2,0,2,Services,1,1
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,3,0,2,Promotions,1,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,4,0,2,Maintenance,2,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,5,1,2,Maintenance,2,1
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,6,0,2,Maintenance,1,1
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,7,0,3,Promotions,2,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,8,0,2,Maintenance,2,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,9,0,2,Services,1,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,10,0,3,Services,2,1
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,11,0,3,Promotions,3,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,12,1,3,Services,3,1
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,13,0,4,Services,4,1
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,14,0,4,Promotions,3,1
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,15,0,4,Services,3,1
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,16,0,5,Services,5,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,17,0,5,Services,4,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,18,0,2,Promotions,2,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,19,1,2,Promotions,1,1
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,20,0,1,Maintenance,0,0
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,21,0,,,,
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,22,0,,,,
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,23,0,,,,
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,24,0,,,,
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,25,0,,,,
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,26,1,,,,
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,27,0,,,,
58,G2 spike and drop,35-50,Male,OS X,Luxury,20,28,0,,,,
59,G2 spike and drop,35-50,Male,OS X,Standard,24,1,0,2,Maintenance,1,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,2,0,2,Maintenance,2,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,3,0,2,Services,1,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,4,0,2,Services,1,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,5,1,2,Promotions,1,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,6,0,2,Maintenance,2,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,7,0,2,Promotions,2,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,8,0,2,Services,2,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,9,0,3,Maintenance,2,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,10,0,3,Promotions,2,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,11,0,3,Services,2,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,12,1,3,Promotions,3,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,13,0,3,Services,3,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,14,0,3,Maintenance,2,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,15,0,3,Services,2,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,16,0,3,Maintenance,3,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,17,0,3,Promotions,2,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,18,0,3,Maintenance,3,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,19,1,4,Services,3,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,20,0,4,Services,4,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,21,0,5,Maintenance,4,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,22,0,2,Services,1,1
59,G2 spike and drop,35-50,Male,OS X,Standard,24,23,0,2,Promotions,2,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,24,0,2,Services,1,0
59,G2 spike and drop,35-50,Male,OS X,Standard,24,25,0,,,,
59,G2 spike and drop,35-50,Male,OS X,Standard,24,26,1,,,,
59,G2 spike and drop,35-50,Male,OS X,Standard,24,27,0,,,,
59,G2 spike and drop,35-50,Male,OS X,Standard,24,28,0,,,,
60,G2 spike and drop,26-34,Male,Android,Luxury,22,1,0,2,Services,2,0
60,G2 spike and drop,26-34,Male,Android,Luxury,22,2,0,2,Services,1,0
60,G2 spike and drop,26-34,Male,Android,Luxury,22,3,0,2,Services,2,0
60,G2 spike and drop,26-34,Male,Android,Luxury,22,4,0,2,Services,2,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,5,1,2,Promotions,1,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,6,0,2,Promotions,2,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,7,0,2,Promotions,2,0
60,G2 spike and drop,26-34,Male,Android,Luxury,22,8,0,2,Services,2,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,9,0,3,Promotions,2,0
60,G2 spike and drop,26-34,Male,Android,Luxury,22,10,0,3,Promotions,3,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,11,0,3,Services,3,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,12,1,4,Services,4,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,13,0,4,Promotions,3,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,14,0,3,Services,2,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,15,0,4,Maintenance,3,0
60,G2 spike and drop,26-34,Male,Android,Luxury,22,16,0,4,Maintenance,3,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,17,0,4,Maintenance,4,0
60,G2 spike and drop,26-34,Male,Android,Luxury,22,18,0,4,Maintenance,3,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,19,1,5,Promotions,5,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,20,0,2,Services,1,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,21,0,1,Services,0,1
60,G2 spike and drop,26-34,Male,Android,Luxury,22,22,0,1,Maintenance,1,0
60,G2 spike and drop,26-34,Male,Android,Luxury,22,23,0,,,,
60,G2 spike and drop,26-34,Male,Android,Luxury,22,24,0,,,,
60,G2 spike and drop,26-34,Male,Android,Luxury,22,25,0,,,,
60,G2 spike and drop,26-34,Male,Android,Luxury,22,26,1,,,,
60,G2 spike and drop,26-34,Male,Android,Luxury,22,27,0,,,,
60,G2 spike and drop,26-34,Male,Android,Luxury,22,28,0,,,,
61,G2 spike and drop,26-34,Female,Android,Luxury,28,1,0,1,Services,1,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,2,0,1,Services,1,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,3,0,1,Services,1,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,4,0,2,Maintenance,2,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,5,1,3,Services,3,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,6,0,3,Promotions,3,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,7,0,3,Promotions,3,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,8,0,3,Services,2,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,9,0,4,Services,4,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,10,0,4,Services,4,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,11,0,4,Maintenance,3,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,12,1,4,Services,3,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,13,0,5,Maintenance,5,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,14,0,4,Services,4,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,15,0,3,Services,2,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,16,0,2,Services,1,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,17,0,2,Maintenance,2,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,18,0,2,Services,1,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,19,1,2,Promotions,2,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,20,0,2,Maintenance,1,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,21,0,2,Maintenance,2,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,22,0,2,Services,1,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,23,0,2,Promotions,1,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,24,0,2,Services,1,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,25,0,2,Maintenance,1,0
61,G2 spike and drop,26-34,Female,Android,Luxury,28,26,1,2,Promotions,1,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,27,0,2,Services,2,1
61,G2 spike and drop,26-34,Female,Android,Luxury,28,28,0,2,Maintenance,1,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,1,0,2,Maintenance,2,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,2,0,2,Services,1,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,3,0,2,Services,1,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,4,0,2,Services,2,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,5,1,2,Maintenance,1,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,6,0,3,Maintenance,2,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,7,0,3,Services,2,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,8,0,3,Services,3,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,9,0,3,Maintenance,2,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,10,0,3,Maintenance,2,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,11,0,4,Maintenance,4,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,12,1,4,Services,4,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,13,0,5,Services,5,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,14,0,4,Services,4,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,15,0,3,Maintenance,3,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,16,0,3,Promotions,2,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,17,0,2,Promotions,2,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,18,0,2,Maintenance,2,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,19,1,3,Promotions,3,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,20,0,2,Services,2,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,21,0,2,Services,1,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,22,0,2,Services,1,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,23,0,1,Services,0,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,24,0,2,Services,1,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,25,0,2,Services,1,0
62,G2 spike and drop,35-50,Female,OS X,Standard,28,26,1,2,Promotions,2,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,27,0,2,Promotions,1,1
62,G2 spike and drop,35-50,Female,OS X,Standard,28,28,0,2,Promotions,1,0
63,G2 spike and drop,26-34,Male,Android,Standard,18,1,0,2,Maintenance,1,1
63,G2 spike and drop,26-34,Male,Android,Standard,18,2,0,2,Promotions,1,0
63,G2 spike and drop,26-34,Male,Android,Standard,18,3,0,2,Promotions,1,1
63,G2 spike and drop,26-34,Male,Android,Standard,18,4,0,2,Services,1,0
63,G2 spike and drop,26-34,Male,Android,Standard,18,5,1,2,Services,1,1
63,G2 spike and drop,26-34,Male,Android,Standard,18,6,0,2,Promotions,1,0
63,G2 spike and drop,26-34,Male,Android,Standard,18,7,0,3,Promotions,3,0
63,G2 spike and drop,26-34,Male,Android,Standard,18,8,0,3,Maintenance,3,1
63,G2 spike and drop,26-34,Male,Android,Standard,18,9,0,3,Maintenance,2,0
63,G2 spike and drop,26-34,Male,Android,Standard,18,10,0,3,Services,2,1
63,G2 spike and drop,26-34,Male,Android,Standard,18,11,0,4,Services,3,1
63,G2 spike and drop,26-34,Male,Android,Standard,18,12,1,4,Services,3,1
63,G2 spike and drop,26-34,Male,Android,Standard,18,13,0,4,Services,3,0
63,G2 spike and drop,26-34,Male,Android,Standard,18,14,0,4,Promotions,3,0
63,G2 spike and drop,26-34,Male,Android,Standard,18,15,0,5,Services,5,0
63,G2 spike and drop,26-34,Male,Android,Standard,18,16,0,2,Maintenance,1,0
63,G2 spike and drop,26-34,Male,Android,Standard,18,17,0,1,Services,0,1
63,G2 spike and drop,26-34,Male,Android,Standard,18,18,0,1,Services,1,1
63,G2 spike and drop,26-34,Male,Android,Standard,18,19,1,,,,
63,G2 spike and drop,26-34,Male,Android,Standard,18,20,0,,,,
63,G2 spike and drop,26-34,Male,Android,Standard,18,21,0,,,,
63,G2 spike and drop,26-34,Male,Android,Standard,18,22,0,,,,
63,G2 spike and drop,26-34,Male,Android,Standard,18,23,0,,,,
63,G2 spike and drop,26-34,Male,Android,Standard,18,24,0,,,,
63,G2 spike and drop,26-34,Male,Android,Standard,18,25,0,,,,
63,G2 spike and drop,26-34,Male,Android,Standard,18,26,1,,,,
63,G2 spike and drop,26-34,Male,Android,Standard,18,27,0,,,,
63,G2 spike and drop,26-34,Male,Android,Standard,18,28,0,,,,
64,G3 weekly cycle,<=25,Male,Android,Standard,22,1,0,2,Maintenance,2,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,2,0,2,Maintenance,2,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,3,0,3,Promotions,3,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,4,0,4,Services,3,0
64,G3 weekly cycle,<=25,Male,Android,Standard,22,5,1,4,Maintenance,4,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,6,0,4,Promotions,4,0
64,G3 weekly cycle,<=25,Male,Android,Standard,22,7,0,3,Promotions,3,0
64,G3 weekly cycle,<=25,Male,Android,Standard,22,8,0,2,Services,2,0
64,G3 weekly cycle,<=25,Male,Android,Standard,22,9,0,3,Maintenance,2,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,10,0,3,Services,3,0
64,G3 weekly cycle,<=25,Male,Android,Standard,22,11,0,4,Promotions,3,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,12,1,5,Promotions,5,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,13,0,4,Promotions,3,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,14,0,3,Promotions,2,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,15,0,2,Promotions,2,0
64,G3 weekly cycle,<=25,Male,Android,Standard,22,16,0,2,Promotions,2,0
64,G3 weekly cycle,<=25,Male,Android,Standard,22,17,0,3,Maintenance,2,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,18,0,4,Promotions,3,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,19,1,4,Promotions,4,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,20,0,2,Services,1,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,21,0,2,Promotions,1,0
64,G3 weekly cycle,<=25,Male,Android,Standard,22,22,0,1,Maintenance,0,1
64,G3 weekly cycle,<=25,Male,Android,Standard,22,23,0,,,,
64,G3 weekly cycle,<=25,Male,Android,Standard,22,24,0,,,,
64,G3 weekly cycle,<=25,Male,Android,Standard,22,25,0,,,,
64,G3 weekly cycle,<=25,Male,Android,Standard,22,26,1,,,,
64,G3 weekly cycle,<=25,Male,Android,Standard,22,27,0,,,,
64,G3 weekly cycle,<=25,Male,Android,Standard,22,28,0,,,,
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,1,0,3,Promotions,2,0
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,2,0,2,Services,1,0
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,3,0,3,Services,2,0
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,4,0,4,Maintenance,3,0
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,5,1,4,Promotions,4,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,6,0,4,Services,4,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,7,0,3,Promotions,2,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,8,0,3,Services,2,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,9,0,2,Services,2,0
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,10,0,3,Services,3,0
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,11,0,3,Promotions,2,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,12,1,5,Promotions,4,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,13,0,4,Maintenance,4,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,14,0,3,Promotions,2,0
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,15,0,2,Services,1,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,16,0,2,Promotions,1,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,17,0,3,Services,3,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,18,0,4,Maintenance,3,0
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,19,1,4,Promotions,4,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,20,0,4,Services,4,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,21,0,3,Services,3,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,22,0,3,Services,3,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,23,0,2,Services,2,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,24,0,3,Services,3,0
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,25,0,4,Maintenance,3,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,26,1,4,Promotions,4,0
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,27,0,3,Maintenance,2,1
65,G3 weekly cycle,35-50,Female,OS X,Luxury,28,28,0,3,Maintenance,3,1
66,G3 weekly cycle,<=25,Female,Android,Standard,19,1,0,3,Services,3,0
66,G3 weekly cycle,<=25,Female,Android,Standard,19,2,0,2,Services,1,1
66,G3 weekly cycle,<=25,Female,Android,Standard,19,3,0,3,Promotions,2,0
66,G3 weekly cycle,<=25,Female,Android,Standard,19,4,0,4,Promotions,4,0
66,G3 weekly cycle,<=25,Female,Android,Standard,19,5,1,4,Maintenance,4,1
66,G3 weekly cycle,<=25,Female,Android,Standard,19,6,0,3,Promotions,2,0
66,G3 weekly cycle,<=25,Female,Android,Standard,19,7,0,3,Maintenance,3,1
66,G3 weekly cycle,<=25,Female,Android,Standard,19,8,0,3,Services,3,1
66,G3 weekly cycle,<=25,Female,Android,Standard,19,9,0,3,Services,3,0
66,G3 weekly cycle,<=25,Female,Android,Standard,19,10,0,3,Promotions,2,1
66,G3 weekly cycle,<=25,Female,Android,Standard,19,11,0,4,Maintenance,3,0
